amount,transaction_velocity,device_risk,location_mismatch,is_fraud
5964,18,0.09490790976607799,0,1
9574,11,0.3900160607475607,0,1
7626,14,0.40660585304609564,1,1
9001,18,0.576967310468371,0,1
5675,16,0.1521746018819179,1,1
5630,3,0.17664302987046954,0,0
4513,15,0.28536138599785466,0,0
3848,4,0.9558700432685195,1,1
763,5,0.7341085812309026,1,0
2098,17,0.6616933016915032,1,1
8094,7,0.8169576873942622,0,1
1595,16,0.12757646891669294,1,1
3404,14,0.8593328197237516,1,1
3863,16,0.594832713887504,0,1
5332,7,0.33532900745893546,0,0
1953,9,0.8158552557456904,0,1
6685,4,0.8025645343486241,1,1
1391,11,0.8457085817167271,0,1
3681,2,0.11551790010698215,0,0
7654,12,0.969361244995776,1,1
7380,12,0.9596261537897312,0,1
1736,4,0.35746964550174154,0,0
3796,18,0.06589401821191965,1,1
798,7,0.1670556694687857,0,0
4837,1,0.992830825444697,1,1
954,13,0.5630129431716631,1,0
8264,6,0.35662179882605205,1,1
5955,6,0.2882026938500388,1,0
7492,12,0.25699173531094754,1,1
6628,8,0.6641527650544821,0,0
5349,19,0.41938783151968595,1,1
5272,5,0.9654106993686116,1,1
1807,18,0.6838430306453614,1,1
5891,5,0.7920445910489612,1,0
5635,10,0.2927415485831599,0,0
5031,1,0.07918640910862584,0,0
3610,10,0.48782283738188104,0,0
302,5,0.3145815465462273,1,0
4318,12,0.20208316500792367,0,0
9058,7,0.9526421308008614,0,1
4489,9,0.4439882143420303,1,0
2427,12,0.17470859204878564,1,0
8104,1,0.19865065268113913,0,1
3031,11,0.280709742464594,0,0
7877,15,0.9993162681897128,0,1
297,2,0.2680115005195973,0,0
7225,7,0.32880180457845365,1,1
2030,12,0.6593281279840014,1,0
6387,18,0.2939613764102983,1,1
8900,3,0.21580425105969336,1,1
9439,7,0.1586371866495987,1,1
4382,11,0.3126826650277922,0,0
2611,18,0.10591568962877351,1,1
759,12,0.018646586414782895,1,0
2911,6,0.8046416973346773,0,1
7198,5,0.13789494241457656,1,1
6646,1,0.7759768498152423,0,0
9661,12,0.7975424789866598,1,1
2086,11,0.5379195263292431,1,0
8438,4,0.3096819583129514,1,1
3011,18,0.14503273374988845,0,1
1834,4,0.7368051067209991,1,0
1943,17,0.601386985981786,0,1
8780,2,0.6554534564935641,1,1
3076,2,0.00866908984513104,1,0
2059,12,0.9275170157078245,0,1
5859,6,0.06629018744655024,0,0
6794,10,0.36680588514000567,1,0
2485,16,0.40271164965170025,0,1
4836,14,0.0013555244979488457,1,0
1902,7,0.4970893093507971,1,0
8255,19,0.7528089945110099,0,1
8220,17,0.8232686531147722,0,1
6716,9,0.8793969933058844,0,1
5634,13,0.4877188683153695,1,0
4161,5,0.6306361905296505,0,0
362,5,0.07951971329649876,1,0
6387,10,0.4880382242817499,0,0
8915,10,0.15481575487173527,0,1
9308,7,0.36964311762252144,0,1
2149,15,0.3293053128645993,0,0
5523,7,0.4235405772415082,0,0
4648,15,0.5716366179741326,1,0
3208,3,0.9028766470629959,0,1
7258,19,0.39448463134750533,0,1
7500,10,0.9811311957115507,1,1
3270,15,0.7590280480512028,1,0
9974,3,0.5114810467883832,1,1
2355,6,0.6440264371119441,1,0
1254,12,0.10222417113194449,0,0
4599,15,0.8445215313136548,0,1
6395,6,0.5823574550639659,1,0
6297,13,0.9860674802096018,0,1
9988,19,0.6364287437528491,1,1
1748,3,0.8341115832663251,1,1
5639,8,0.7997627427952397,0,0
9737,8,0.34546115146826883,0,1
4299,15,0.25961062523321166,1,0
8545,4,0.43049358343151,0,1
2657,19,0.46724134440883713,1,1
5692,3,0.24008470193664389,1,0
198,13,0.8945978733509719,1,1
2300,8,0.542547862300646,1,0
3061,16,0.9784443921535696,0,1
5073,13,0.8100177780462633,1,1
4533,3,0.555704860391946,1,0
2969,16,0.9470402781443592,1,1
1056,9,0.5048748150953071,0,0
8452,14,0.8871065125186705,1,1
5799,13,0.3581447811958055,1,0
7044,7,0.37864238340409406,0,1
4593,15,0.41813068297093114,1,0
9592,7,0.5466256459432461,1,1
5011,6,0.553490270198824,1,0
4087,2,0.4963989216770842,1,0
9819,9,0.30600097358316747,0,1
6115,17,0.927206464790831,0,1
1318,5,0.5885860973492543,0,0
4596,12,0.4077392161915949,1,0
4835,1,0.6511769607436182,0,0
4655,10,0.7679667578098052,0,0
9246,11,0.9607280882282431,1,1
8150,16,0.4995491622675826,0,1
3546,14,0.1120985103507588,0,0
1145,8,0.4407658014365413,0,0
6993,17,0.4789705614534714,1,1
1793,18,0.8969940781856739,1,1
3536,12,0.3948007684629531,0,0
8854,17,0.9533242648871384,0,1
5995,14,0.4851319077143348,1,0
3454,16,0.9737805009789289,1,1
325,14,0.008198321130962194,1,0
4993,9,0.8988153748063467,1,1
7122,4,0.9311204519433507,0,1
9251,11,0.9610209357652133,1,1
5700,6,0.013076534174614851,0,0
8096,15,0.171700836550309,1,1
9107,5,0.6537645030932362,1,1
7783,11,0.025472691735107134,1,1
4742,18,0.06360899617650073,1,1
7779,13,0.22107887369344192,0,1
8308,11,0.5124397687438842,0,1
7439,14,0.5459025592668075,0,1
9535,18,0.03426112279350435,1,1
2305,19,0.17036725078153114,0,1
1169,15,0.4997056733346553,1,0
3544,9,0.5939406209434053,1,0
1160,8,0.14840169648621537,0,0
2427,1,0.39884141194697065,1,0
3520,4,0.9044014365169524,1,1
401,14,0.998899287046172,0,1
706,2,0.9872144548311412,1,1
3270,16,0.8816745102868724,1,1
799,3,0.3946600879499458,0,0
5188,8,0.6865742920747842,0,0
9431,6,0.4165922277841987,1,1
290,16,0.6485270268242028,0,1
1080,16,0.30943247096948323,1,1
3075,7,0.606202253610332,0,0
6202,13,0.5237584965528499,1,0
1284,13,0.024480265813199953,0,0
3427,5,0.7907029037461137,0,0
3494,18,0.011897832245155615,1,1
8419,15,0.29315594225330177,0,1
1916,18,0.00592406545400237,0,1
5954,2,0.3762014132951982,1,0
6809,10,0.0631605281641393,0,0
669,13,0.9135109668312412,0,1
5542,18,0.4156792951628686,0,1
1995,15,0.45949577486441007,1,0
2833,12,0.34985023609085486,0,0
3963,15,0.6275061542017663,1,0
7555,13,0.7844081166182038,1,1
4114,18,0.6481467430489779,0,1
1786,15,0.7482071183951275,1,0
3109,11,0.9059736635092605,1,1
7906,19,0.8635465316714287,1,1
254,3,0.6740584527536958,1,0
1509,7,0.2146379629044286,0,0
884,14,0.6377028510419288,0,0
8196,14,0.5060830957405109,0,1
7660,13,0.7172192310104201,1,1
7443,12,0.8329316483929149,1,1
7306,9,0.7427214971864174,0,1
5696,1,0.8465611699612853,1,1
5901,19,0.06386637334102385,0,1
2906,11,0.031620038237463954,1,0
637,19,0.25850056769959395,0,1
6086,18,0.9006660841086284,0,1
1941,12,0.8236592509839739,0,1
8816,1,0.6827272977953116,1,1
7071,19,0.7007586674397159,0,1
5725,17,0.7266704692582125,1,1
3050,5,0.9426027004847469,1,1
8092,3,0.8321911523075576,0,1
4880,2,0.6233903870270475,0,0
2468,3,0.6657154352571405,1,0
6755,8,0.21374026206112196,1,0
8273,16,0.6573188251562725,0,1
4595,6,0.4246790124184585,0,0
9263,13,0.15296187060574373,1,1
6102,16,0.8064028192465743,0,1
6714,16,0.5102470998031456,0,1
9458,3,0.9774250416894216,0,1
6019,13,0.28167935447452497,0,0
953,14,0.4806701123050767,1,0
4246,8,0.44799545466886814,1,0
3869,12,0.12077952243257872,0,0
674,8,0.4261152788307795,0,0
1248,9,0.2875534564209249,1,0
6393,1,0.1603204713669344,1,0
6557,6,0.2821555840361393,1,0
7609,19,0.233251691266392,1,1
4877,11,0.734073531005878,1,0
3954,11,0.030775178259160096,0,0
2591,13,0.6174627479132213,0,0
3224,11,0.7606613420236065,1,0
5791,18,0.4807234564689732,1,1
3151,15,0.9315649800079184,0,1
104,1,0.7078806952365353,1,0
5322,7,0.7479236513114172,1,0
5415,13,0.19693348744087025,0,0
4969,12,0.7772955758390735,0,0
976,18,0.8320947360831149,0,1
9283,19,0.36126638840598957,0,1
7127,15,0.21336306803297123,1,1
4242,8,0.3850506792036167,0,0
7066,19,0.7396079690001371,1,1
7179,10,0.41763900586870273,1,1
8087,7,0.7366518752247879,1,1
6899,18,0.11356454097753765,1,1
4565,16,0.8060117104884844,0,1
735,6,0.2532074816423574,1,0
1793,9,0.2489289877145937,1,0
9974,13,0.5903809652038607,1,1
4852,8,0.07011804574698965,0,0
8411,16,0.026297726684668565,0,1
930,13,0.26102866529344926,0,0
5277,13,0.5380675507348227,0,0
9661,17,0.9076163862252272,0,1
9032,5,0.8464351763073069,1,1
8408,17,0.49044645992097546,0,1
6049,9,0.03705199369349277,1,0
2938,2,0.5352527346293091,0,0
1250,18,0.7047955999252955,1,1
7660,9,0.33916453252503376,0,1
2031,6,0.1110633032816547,1,0
9304,11,0.2785679532056594,0,1
1764,6,0.7715888644678139,1,0
1181,6,0.35124383228332834,1,0
612,13,0.8119814906857101,1,1
7905,11,0.3195214518074758,1,1
5337,14,0.16355503841381813,1,0
659,2,0.43584835951360823,1,0
3772,8,0.45227451228913895,0,0
7504,3,0.016108218549336972,0,1
3443,3,0.11704507270632614,1,0
4170,1,0.18492601877281745,1,0
9762,19,0.11358731737867489,1,1
680,18,0.3415260754213638,1,1
7104,17,0.964622855617018,1,1
8230,13,0.509222538327078,1,1
3247,3,0.6275560238706465,1,0
4349,1,0.3563864785230282,0,0
1779,4,0.3234877616431461,1,0
3606,13,0.023146771915008357,1,0
7353,17,0.5003336556760224,0,1
2844,11,0.4836090067516663,0,0
9535,2,0.15783072618112304,1,1
5288,16,0.7643240002067037,0,1
2241,2,0.49267433031100294,0,0
6717,19,0.3389939701615733,0,1
2579,19,0.14690890902292697,1,1
6584,16,0.5521608269710124,1,1
9927,19,0.7528170260888097,0,1
7521,9,0.28199935268497167,1,1
4552,1,0.21879435157672256,1,0
5981,10,0.521934964064577,1,0
6765,19,0.15534330251001693,0,1
2949,1,0.6666133865942849,0,0
7490,2,0.6053436279442305,0,1
7005,16,0.08708204959142862,0,1
2589,12,0.03652037938137387,1,0
9923,8,0.6202886525885849,1,1
9307,18,0.2942937739887408,1,1
9640,2,0.08644575317339853,0,1
4711,13,0.7594287049564865,0,0
2939,6,0.3140440030176441,1,0
8627,6,0.4595995496382236,0,1
5978,9,0.23681292745376925,0,0
9187,16,0.6273170783579646,1,1
6403,11,0.30148841535435944,0,0
951,7,0.9680209612276284,0,1
1787,10,0.7029475486169066,1,0
6933,10,0.1367222763734658,0,0
2527,18,0.41669483967346677,1,1
9860,9,0.3854210997298786,1,1
4100,15,0.5342471107203831,0,0
5152,4,0.8419306744792533,1,1
2838,8,0.5834220151830017,0,0
5832,9,0.06155667759999928,0,0
5487,13,0.655415696802855,0,0
8102,9,0.008265297945858396,0,1
5636,4,0.779960460540393,0,0
4013,17,0.666636072411242,0,1
1166,16,0.308785658352586,0,1
7823,15,0.29244180458951574,0,1
4480,3,0.7982729965463056,0,0
4207,5,0.7833366919246205,1,0
5826,5,0.35230235437675994,1,0
3473,15,0.2989477280797803,0,0
9045,18,0.55982478888279,0,1
2182,15,0.00836565998414418,0,0
9067,2,0.08266703798654229,1,1
6848,13,0.12616959014873674,1,0
9917,4,0.1854118178271742,0,1
517,10,0.5120181266754691,0,0
8406,13,0.992241914861122,0,1
8908,10,0.6526134017473535,1,1
4074,9,0.06129879444922359,0,0
3367,8,0.5255793740622418,1,0
925,3,0.49664521238950443,1,0
7768,16,0.1441678158180495,0,1
5845,14,0.9202723688024077,1,1
9808,9,0.44076524767536895,0,1
512,11,0.9945591406097397,1,1
7643,3,0.4200722952521643,1,1
7687,5,0.6079577026836093,0,1
828,10,0.10476253645144007,0,0
7264,13,0.4542278238068692,1,1
8967,4,0.2387658940039733,1,1
6088,13,0.835564798571235,1,1
2604,12,0.7839195848675399,0,0
3067,5,0.8241799996253585,0,1
2886,10,0.7236094377579514,0,0
1222,9,0.8326832236200512,0,1
4179,7,0.20082875017492086,1,0
1671,2,0.45204377657980166,1,0
5173,7,0.6918468799459682,1,0
5204,8,0.6373924979351349,1,0
2243,7,0.716354482874087,1,0
9979,14,0.2242583831512317,0,1
6906,19,0.09843470904498974,0,1
7457,5,0.9168065780747764,1,1
3540,18,0.5601718955673585,1,1
3866,12,0.15382592450741095,1,0
5744,17,0.7934365818873615,1,1
3014,13,0.9149299366292826,1,1
5068,2,0.16956351857110907,1,0
6017,13,0.8174124552691105,1,1
8887,7,0.9332250613191283,1,1
828,10,0.9383616002960173,0,1
1465,6,0.9141564616535012,1,1
4592,3,0.5464210123601028,1,0
798,3,0.35621131725386923,0,0
7286,18,0.007272807694009287,0,1
495,11,0.060912226871527086,1,0
7500,5,0.42883901529739066,0,1
8182,19,0.3993261463915103,0,1
4271,19,0.1847139095698832,1,1
4460,15,0.3954800280316568,0,0
2602,16,0.1746500654553681,1,1
817,9,0.8487912527758406,1,1
2882,4,0.29819487787559884,1,0
5046,15,0.59856435015831,0,0
5586,12,0.5028430619990868,0,0
8435,3,0.051882077593992215,1,1
5080,14,0.9422337194911662,1,1
7366,17,0.5272259782504833,0,1
4591,19,0.3250576433918153,1,1
7292,6,0.15812656963306826,0,1
5688,4,0.33852663472683575,0,0
7751,7,0.020511603023389502,0,1
3736,19,0.3635581553482977,0,1
1267,17,0.5314859273045048,0,1
1162,16,0.8718662458509447,0,1
2256,15,0.6873744176977976,1,0
7960,8,0.1115823131332414,1,1
5261,19,0.1477463244379611,0,1
5405,8,0.4281233678183747,0,0
6641,18,0.19570775163878784,1,1
4829,16,0.027849777582755753,1,1
9448,19,0.8050148801180702,1,1
7430,10,0.019522570697994124,1,1
5434,17,0.830689605198014,1,1
9024,13,0.14410396303296602,1,1
4430,13,0.9746784108071161,1,1
8110,7,0.6038739118261901,1,1
6901,10,0.7349829716298955,0,0
4946,2,0.11048362796806488,1,0
6831,4,0.8621040734514801,0,1
7341,6,0.8391923428715384,1,1
1053,18,0.6529927315417177,1,1
2639,6,0.5022748645953874,1,0
7156,17,0.7214891731316725,1,1
1642,14,0.005928215336878151,1,0
5393,11,0.5924407553984594,0,0
1291,19,0.8474061349292366,1,1
6413,2,0.35689988717475485,0,0
7038,3,0.10828935648291682,0,1
2781,11,0.42087724974320617,1,0
9509,6,0.7271044490585069,0,1
1640,14,0.10730121037067253,1,0
6272,19,0.20604856021288998,1,1
5641,16,0.14755184682869993,1,1
9680,7,0.7969477555752249,0,1
1465,8,0.06289262245248683,1,0
8791,19,0.686586502114433,0,1
9972,16,0.36645692075319136,1,1
8802,7,0.7557912428853023,1,1
7594,9,0.9643834187840377,0,1
4412,13,0.1145452995864823,0,0
1424,1,0.31438504106745846,0,0
9447,8,0.810125427718857,0,1
3241,4,0.2661583860511765,0,0
7519,3,0.21512059704604092,0,1
3586,3,0.8253779778689717,1,1
1910,13,0.9870823640059703,0,1
6688,8,0.5568805901479658,1,0
3023,7,0.27804874833333926,1,0
5401,1,0.398565961600054,1,0
4286,16,0.170130327383609,1,1
9005,6,0.7618872788907525,1,1
6077,7,0.7734740178227679,0,0
4368,12,0.8751209923824944,1,1
4848,9,0.026602563596563877,1,0
4949,11,0.5619813416263792,1,0
9535,10,0.2142554343431844,0,1
3809,1,0.3408830154923571,0,0
9373,18,0.7849556152865075,0,1
6719,4,0.19203365236149617,0,0
8747,5,0.6383417505810897,1,1
9186,9,0.6545661912235982,0,1
9676,17,0.9540939149023007,1,1
3172,3,0.775160928528937,0,0
6630,16,0.8036351471536934,0,1
604,5,0.5316007490178934,0,0
1314,16,0.18678080716237067,0,1
1631,3,0.4255633657183516,1,0
7676,15,0.5494895735118204,0,1
923,3,0.6784192517137123,1,0
1028,14,0.6077091118319272,1,0
5129,16,0.39397782891724353,1,1
233,17,0.26531310699584143,1,1
2205,18,0.1682308432036831,1,1
3727,18,0.6938453862722663,1,1
6416,14,0.645398674312485,1,0
1952,18,0.6873724657578066,0,1
5010,15,0.37252745280279487,1,0
4275,15,0.262407822570745,0,0
5448,6,0.7597213286809253,0,0
9542,15,0.7736473950553341,1,1
6290,18,0.4556163739668406,1,1
1356,4,0.6119040847673242,0,0
3476,8,0.3735196642317412,0,0
5745,15,0.7019472001198067,1,0
3586,3,0.8357215966478713,1,1
3684,15,0.6882332773356494,0,0
9688,13,0.5125826268471365,0,1
8153,9,0.4586579594923703,1,1
3430,2,0.6423196509757443,0,0
2803,8,0.6798108916013302,0,0
8762,17,0.558729443524539,1,1
8220,13,0.624942275107395,0,1
7214,1,0.09658868249453223,1,1
1453,2,0.9517655161423267,1,1
5163,15,0.790773063732034,1,0
8649,12,0.3739278697067838,0,1
7675,14,0.56281261095363,1,1
767,2,0.04732453013642135,0,0
4568,18,0.04122781399906039,1,1
9437,7,0.2507983351119627,1,1
6919,6,0.6897016423646233,0,0
3819,14,0.8521477478000117,0,1
2845,8,0.5591858799798484,0,0
7583,2,0.5321327395823524,1,1
639,17,0.40230953379146595,0,1
5064,5,0.16159795595802118,1,0
4935,14,0.11835410132658752,0,0
3875,3,0.760679761220966,1,0
6142,5,0.9275035512965756,1,1
7202,16,0.4582832163862731,1,1
7412,18,0.6594456587156382,1,1
5420,17,0.9144576508809412,0,1
6232,11,0.09011363293414454,0,0
7991,17,0.7704814531190298,1,1
2879,16,0.6168168843755751,1,1
1024,2,0.5986371788298613,0,0
1681,4,0.2925404284815698,0,0
7814,7,0.6838933547776769,0,1
3424,2,0.7947977548207765,0,0
5813,6,0.11285816494369716,0,0
7126,17,0.5335214309809838,0,1
355,7,0.10126518098740966,1,0
4904,5,0.8725740192976446,0,1
1938,5,0.5076367226563473,0,0
109,16,0.8079656892607574,1,1
2971,19,0.36808563766621427,0,1
9089,9,0.1250782268163254,0,1
7509,5,0.04149930438571148,0,1
7518,8,0.2815096207723755,1,1
5224,9,0.24423370036407854,0,0
1115,5,0.5603519740199618,1,0
2293,10,0.021738838063707355,0,0
8515,2,0.5205705442991734,1,1
7549,9,0.39177174201200315,0,1
4258,11,0.5771222699144422,0,0
4025,4,0.7024175281503646,0,0
7070,2,0.634091945079839,1,1
7038,6,0.9846443693733663,0,1
4884,14,0.13826534387687106,0,0
4100,1,0.4297370089297785,1,0
1733,18,0.42483073664331117,1,1
7366,7,0.41705320370292065,1,1
8802,1,0.6637983920426683,0,1
484,1,0.48982806054672245,1,0
504,1,0.5174325598129631,0,0
8275,4,0.4323559921467647,1,1
2100,4,0.9916994610185625,1,1
9960,18,0.9275613488190422,0,1
6089,11,0.30772418936437096,0,0
1560,1,0.11159392476666719,0,0
7290,10,0.8397647240386029,0,1
7240,9,0.9971702514257245,1,1
3736,4,0.2926088940396455,1,0
4909,6,0.35778492584176624,1,0
4278,16,0.9416331814852029,0,1
7345,2,0.7111295180030899,0,1
6700,18,0.29563833177963617,1,1
6097,10,0.5810464912839151,1,0
2148,17,0.9442295793642561,0,1
4880,13,0.8118131069457786,1,1
816,18,0.7418327137286597,1,1
8039,13,0.7369963117270224,1,1
5665,17,0.17802032429227033,0,1
4644,5,0.8246812392279365,1,1
5076,11,0.27611863244345813,0,0
3519,7,0.9303666579015295,1,1
7339,10,0.36463999101378297,0,1
9866,17,0.8576603970422565,1,1
349,15,0.26623349451780143,1,0
8965,18,0.5145269365822405,1,1
870,19,0.10688529548906056,0,1
4463,2,0.660118902996174,1,0
1177,4,0.8360792751668383,1,1
8527,3,0.7184472813024161,0,1
8680,7,0.5232585129386573,0,1
8001,18,0.04511587860145949,1,1
4958,10,0.9334410071708584,1,1
6644,7,0.7054895485786347,1,0
4819,8,0.745864238365333,1,0
2914,6,0.7946805755108072,1,0
3474,1,0.7477434259276107,0,0
1352,4,0.44111616409833365,1,0
7096,14,0.7336218292879468,0,1
4773,17,0.6250267878103289,0,1
4630,18,0.8540163336687865,1,1
6981,11,0.8024598153373704,0,1
7049,14,0.041374382467259885,1,1
9621,9,0.37888709033260526,0,1
6341,15,0.034716152183894566,0,0
8117,12,0.10207492476609792,1,1
7041,10,0.6014107220036113,1,1
9650,19,0.8738218211622534,0,1
7102,19,0.11982475870926723,1,1
1431,6,0.4510892874668315,1,0
4361,6,0.9108789048064437,0,1
7748,8,0.8143009836715878,0,1
9650,1,0.5196678964659299,0,1
5215,17,0.771571439328831,1,1
4737,17,0.522693774044537,1,1
4954,15,0.15809233728284877,1,0
3277,7,0.1247361132216791,0,0
7830,19,0.18836823206706976,1,1
2280,3,0.3509220949656795,0,0
4992,11,0.9305292676740187,0,1
7143,19,0.7996784136536014,0,1
237,9,0.4328015612263175,0,0
6427,10,0.493076709787574,0,0
3572,2,0.26560945766641486,0,0
5549,1,0.7043529564721301,0,0
2932,16,0.802765671462038,1,1
3679,18,0.23890469566757655,0,1
6071,17,0.04182162378646537,1,1
4264,6,0.6238889431629704,1,0
8041,14,0.5625121191353166,1,1
5669,15,0.4021311550288764,1,0
4400,14,0.6438939417732101,1,0
6369,3,0.5506132979851436,0,0
3918,19,0.2505815765941928,1,1
2006,12,0.39772897562272236,1,0
6354,2,0.4281135697472417,1,0
860,3,0.8802479944755637,0,1
7930,18,0.9609041541289595,1,1
7450,1,0.8930013623964971,1,1
6338,6,0.7191780240519796,1,0
6190,5,0.5849927336058218,1,0
6131,1,0.689261635465955,0,0
7787,19,0.939109220732689,1,1
9191,1,0.24999873522383176,0,1
8572,16,0.5351205076734049,0,1
1987,12,0.6896080190004079,1,0
3366,8,0.6792470013242746,1,0
766,16,0.25227895957683644,0,1
4288,1,0.5867315273897519,1,0
771,4,0.7959131424201564,1,0
6877,10,0.47507898005024385,1,0
7670,11,0.793298076698735,0,1
8056,17,0.3598825977545548,0,1
5224,7,0.9387601271637589,1,1
5685,12,0.533928440499101,1,0
4877,7,0.5959479507926143,0,0
4000,12,0.0313615688045884,0,0
6777,15,0.17026913712859426,0,0
7081,2,0.6329338804710447,0,1
6476,14,0.41987037178227127,0,0
623,13,0.5081637904581747,0,0
2493,4,0.06297140873370044,0,0
2693,14,0.8341352384103843,1,1
7340,14,0.7845056022962172,0,1
7037,16,0.18535397572184953,0,1
6290,7,0.6343293572573794,1,0
5340,19,0.8183152116542717,1,1
6593,2,0.6408541364156,1,0
2978,10,0.31039809529584483,0,0
4243,18,0.6561111504781671,0,1
3744,17,0.21046174768321224,1,1
